"Country","Year","Status","Life.expectancy","Adult.Mortality","infant.deaths","Alcohol","percentage.expenditure","Hepatitis.B","Measles","BMI","under.five.deaths","Polio","Total.expenditure","Diphtheria","HIV.AIDS","GDP","Population","thinness..1.19.years","thinness.5.9.years","Income.composition.of.resources","Schooling","GDP_wb","clasificacion.gdp15","category"
"Sweden",2010,"Developed",81.5,58,0,7.2,778.2477467,NA,6,57.3,0,98,9.47,98,0.1,5276.25591,9378126,1.3,1.3,0.895,15.8,52869.04429,"high","max"
"Sweden",2009,"Developed",81.4,62,0,7.3,682.1070608,NA,3,56.9,0,98,9.94,98,0.1,4627.592,9298515,1.3,1.3,0.898,15.8,46946.96027,"high","max"
"Sweden",2008,"Developed",81.1,62,0,6.9,8105.590882,NA,25,56.5,0,98,9.23,98,0.1,55746.84238,9219637,1.3,1.3,0.897,15.7,56152.55234,"high","max"
"Sweden",2007,"Developed",89,63,0,6.9,7593.391622,NA,1,56.1,0,98,8.92,98,0.1,53324.37937,914892,1.3,1.3,0.895,15.8,53700.00534,"high","max"
"Sweden",2006,"Developed",88,64,0,6.5,6369.516139,NA,19,55.7,0,98,8.95,98,0.1,46256.4716,9855,1.3,1.3,0.892,15.9,46593.60216,"high","max"
"Sweden",2005,"Developed",85,66,0,6.5,599.0392403,NA,13,55.3,0,98,9.6,98,0.1,4385.35315,929572,1.3,1.3,0.89,16,43437.06312,"high","max"
"Sweden",2004,"Developed",83,7,0,6.6,5793.363644,NA,5,54.9,0,99,9.9,99,0.1,42442.2245,8993531,1.3,1.3,0.888,16,42821.67314,"high","max"
"Sweden",2003,"Developed",82,69,0,6.9,5067.411418,NA,3,54.4,0,99,9.31,99,0.1,36961.42537,8958229,1.3,1.3,0.882,15.9,37321.7979,"high","max"
"Sweden",2002,"Developed",79.9,71,0,6.9,3998.09987,NA,9,53.9,0,99,9.23,99,0.1,29571.7446,8924958,1.3,1.3,0.88,15.9,29899.19525,"high","max"
"Sweden",2001,"Developed",79.8,73,0,6.6,3554.546434,NA,5,53.4,0,99,8.86,99,0.1,26969.24457,889596,1.3,1.3,0.877,15.9,27247.85773,"high","max"
"Sweden",2000,"Developed",79.6,73,0,6.2,3689.7273,NA,59,52.8,0,99,8.18,99,0.1,29283.55,887219,1.4,1.3,0.873,15.9,29624.91267,"high","max"
"Tajikistan",2015,"Developing",69.7,161,10,NA,0,96,3,4.7,11,96,NA,96,0.2,918.6771543,8548651,3.6,3.7,0.625,11.3,978.4049812,"low","max"
"Tajikistan",2014,"Developing",69.6,162,10,0.01,7.829008596,97,0,39.9,11,94,6.88,97,0.2,114.45919,8362745,3.6,3.7,0.622,11.3,1104.172358,"low","max"
"Tajikistan",2013,"Developing",69.3,163,10,0.01,1.0419164,96,1,39,11,97,6.75,96,0.2,14.214412,817789,3.6,3.7,0.617,11.2,1048.225602,"low","max"
"Tajikistan",2012,"Developing",68.8,164,10,0.01,71.50892145,94,16,38.2,12,96,6.39,94,0.2,954.725253,799562,3.6,3.7,0.613,11.1,969.2961039,"low","max"
"Tajikistan",2011,"Developing",68.1,166,10,0.32,51.9919227,96,1,37.4,12,97,5.98,96,0.2,834.5412953,7815949,3.7,3.7,0.608,11.1,847.3824321,"low","max"
"Tajikistan",2010,"Developing",67.3,171,10,0.32,43.34099958,93,0,36.6,12,95,6.4,93,0.2,738.3475227,764163,3.7,3.8,0.603,11.1,749.5524123,"low","max"
"Tajikistan",2009,"Developing",66.7,174,10,0.3,35.71613793,93,0,35.9,12,93,5.93,93,0.2,666.3458569,7472819,3.7,3.8,0.601,11.1,676.1235111,"low","max"
"Tajikistan",2008,"Developing",66.4,178,10,0.32,4.153362912,86,0,35.3,12,87,5.58,86,0.3,76.914128,739728,3.8,3.8,0.592,10.8,715.8657063,"low","max"
"Tajikistan",2007,"Developing",66.1,181,10,0.35,2.272404904,84,2,34.7,12,85,5.35,86,0.3,52.35956,7152385,3.8,3.8,0.586,10.9,526.6432883,"low","max"
"Tajikistan",2006,"Developing",65.9,183,10,0.38,2.626234903,88,3,34.1,12,76,5.7,83,0.3,44.2872665,7557,3.8,3.9,0.579,10.7,408.8384135,"low","max"
"Tajikistan",2005,"Developing",65.5,194,10,0.37,19.83672308,81,0,33.5,12,79,5.89,84,0.3,337.359236,6854176,3.8,3.9,0.572,10.6,340.5831832,"low","max"
"Tajikistan",2004,"Developing",65.9,177,11,0.38,2.093721752,81,4,33,13,82,5.7,86,0.3,39.281834,6712841,3.9,3.9,0.563,10.5,311.6272313,"low","max"
"Tajikistan",2003,"Developing",65.2,182,11,0.36,13.25723997,58,2144,32.5,14,82,4.46,85,0.3,236.314438,6576877,4,4,0.553,10.1,237.7573352,"low","max"
"Tajikistan",2002,"Developing",64.3,193,12,0.6,10.68147485,39,927,32.1,15,84,4.48,85,0.3,189.3878519,6447688,4,4,0.543,9.8,190.0026776,"low","max"
"Tajikistan",2001,"Developing",64,194,13,0.86,1.142003812,NA,38,31.6,16,84,4.59,85,0.3,17.8159721,6327125,4.1,4.1,0.535,9.7,171.0480646,"low","max"
"Tajikistan",2000,"Developing",63.7,198,14,0.37,8.943006492,NA,192,31.3,17,86,4.64,83,0.3,138.436633,621625,4.2,4.1,0.529,9.6,138.4291467,"low","max"
"Trinidad and Tobago",2015,"Developing",71.2,17,0,NA,0,9,0,47.1,0,88,NA,96,0.3,17321.83373,13692,5.7,5.9,0.779,12.7,18214.46062,"high","min"
"Trinidad and Tobago",2014,"Developing",71.1,171,0,6.94,1578.872339,92,0,46,0,94,5.93,92,0.3,19325.24283,1354493,5.8,6,0.778,12.7,20270.93377,"high","min"
"Trinidad and Tobago",2013,"Developing",71,172,0,6.71,167.2657906,92,0,45,0,94,5.98,92,0.3,1967.83283,1348248,5.8,6,0.773,12.7,20143.54541,"high","min"
"Trinidad and Tobago",2012,"Developing",78,174,0,6.7,1486.236406,92,0,44,0,91,5.78,92,0.4,19152.531,1341588,5.9,6.1,0.772,12.6,19157.45977,"high","min"
"Trinidad and Tobago",2011,"Developing",76,176,0,6.5,144.9850711,9,0,43,0,91,5.6,9,0.4,1953.9767,1334788,5.9,6.2,0.774,12.6,19034.12071,"high","min"
"Trinidad and Tobago",2010,"Developing",74,179,0,6.5,1389.772683,9,0,42,0,91,5.29,9,0.4,16683.94578,13281,5.9,6.3,0.772,12.5,16683.39306,"high","min"
"Trinidad and Tobago",2009,"Developing",71,183,0,6.37,128.0896289,9,0,41.1,0,9,6.47,9,0.2,1458.8796,1321618,6,6.4,0.773,12.5,14514.24061,"high","min"
"Trinidad and Tobago",2008,"Developing",69.9,185,0,6.41,1902.693048,9,0,4.2,0,91,4.4,9,0.3,21188.11857,1315372,6.1,6.4,0.767,12.4,21204.00818,"high","min"
"Trinidad and Tobago",2007,"Developing",69.7,187,0,6.37,136.8836683,89,0,39.3,0,9,4.82,88,0.7,1653.1844,13926,6.1,6.5,0.76,12.4,16539.89075,"high","min"
"Trinidad and Tobago",2006,"Developing",69.6,188,0,6.35,103.3710689,89,0,38.4,0,89,4.49,92,0.6,1495.96337,133144,6.2,6.6,0.751,12.3,14102.59329,"high","min"
"Trinidad and Tobago",2005,"Developing",69.5,189,0,6.12,1187.949491,95,0,37.6,0,95,5.31,95,0.5,12323.1275,1296934,6.3,6.7,0.745,12.3,12327.28071,"high","min"
"Trinidad and Tobago",2004,"Developing",69.4,19,0,5.82,11.85100131,94,0,36.8,0,94,5.22,94,1,129.51914,129535,6.3,6.8,0.736,12.2,10293.86925,"high","min"
"Trinidad and Tobago",2003,"Developing",69.3,191,0,5.53,78.72216127,76,0,36,1,91,5.13,91,0.5,884.518666,128452,6.4,6.9,0.729,12,8807.866068,"high","min"
"Trinidad and Tobago",2002,"Developing",69.2,192,0,5.12,72.03911741,5,0,35.2,1,96,5,96,2,749.626612,1277837,6.5,7,0.721,11.9,7053.087371,"high","min"
"Trinidad and Tobago",2001,"Developing",69.1,194,0,4.55,516.7112481,NA,0,34.4,1,91,4.4,91,1.2,6935.721451,127238,6.6,7.1,0.715,11.8,6939.828471,"high","min"
"Trinidad and Tobago",2000,"Developing",69.1,197,0,4.68,43.59522964,NA,0,33.6,1,9,4.17,9,0.9,643.947262,1267984,6.7,7.2,0.709,11.7,6435.134212,"high","min"
